TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
T004556,2025-04-22,Webcam,Accessories,North,Online,3,6655,19965,Credit Card,C00047
T004557,2025-02-14,Laptop,Electronics,West,Online,1,63204,63204,Credit Card,C00427
T004558,2025-09-04,Gaming Chair,Furniture,West,Online,3,10252,30756,UPI,C00868
T004559,2025-04-14,Mouse,Accessories,South,Online,5,2074,10370,UPI,C01563
T004560,2025-03-26,Headphones,Accessories,South,Offline,2,1775,3550,Credit Card,C01572
T004561,2025-05-14,Smartwatch,Accessories,North,Online,4,7229,28916,Cash,C00941
T004562,2025-04-18,Monitor,Electronics,South,Offline,1,32800,32800,Cash,C01587
T004563,2025-01-18,Headphones,Accessories,North,Online,4,8553,34212,UPI,C00672
T004564,2025-04-04,Webcam,Accessories,East,Offline,2,1563,3126,UPI,C00529
T004565,2025-05-30,Headphones,Accessories,East,Online,3,2787,8361,Cash,C02220
T004566,2025-09-03,Monitor,Electronics,South,Offline,5,31475,157375,UPI,C01420
T004567,2025-10-16,Webcam,Accessories,West,Online,1,6556,6556,UPI,C00566
T004568,2025-07-28,Smartwatch,Accessories,South,Online,5,14042,70210,UPI,C00525
T004569,2025-05-06,Router,Networking,South,Online,5,2875,14375,Credit Card,C00964
T004570,2025-08-23,Keyboard,Accessories,South,Online,5,4234,21170,Cash,C01351
T004571,2025-05-02,Power Bank,Accessories,West,Online,5,4715,23575,UPI,C00450
T004572,2025-05-18,Speaker,Accessories,South,Online,2,14144,28288,Net Banking,C00783
T004573,2025-04-25,Gaming Chair,Furniture,West,Offline,5,8092,40460,UPI,C01764
T004574,2025-06-11,Smartwatch,Accessories,South,Online,5,12934,64670,UPI,C02110
T004575,2025-07-20,Laptop,Electronics,West,Online,2,79995,159990,Net Banking,C01225
T004576,2025-08-22,Mouse,Accessories,West,Offline,4,1917,7668,Cash,C01094
T004577,2025-01-28,Keyboard,Accessories,West,Offline,2,2377,4754,UPI,C01725
T004578,2025-01-11,Smartphone,Electronics,West,Online,3,43242,129726,UPI,C00497
T004579,2025-07-25,Speaker,Accessories,West,Offline,2,7008,14016,Net Banking,C00208
T004580,2025-06-16,Mouse,Accessories,East,Online,4,2034,8136,Net Banking,C01489
T004581,2025-09-04,Keyboard,Accessories,North,Online,3,4564,13692,Cash,C01502
T004582,2025-02-16,Smartwatch,Accessories,North,Online,3,19785,59355,Credit Card,C01155
T004583,2025-09-03,Monitor,Electronics,West,Online,1,25990,25990,Cash,C00473
T004584,2025-05-07,Smartwatch,Accessories,North,Online,5,14148,70740,Net Banking,C02102
T004585,2025-05-27,Speaker,Accessories,West,Online,3,13101,39303,UPI,C01780
T004586,2025-04-28,Smartphone,Electronics,South,Online,3,59031,177093,Cash,C01414
T004587,2025-06-01,Keyboard,Accessories,East,Offline,4,1597,6388,Credit Card,C00889
T004588,2025-03-13,Gaming Chair,Furniture,South,Offline,3,23113,69339,Cash,C02263
T004589,2025-12-29,Power Bank,Accessories,South,Offline,4,4513,18052,Cash,C02034
T004590,2025-05-17,Laptop,Electronics,West,Offline,5,81532,407660,Credit Card,C00011
T004591,2025-06-24,Smartwatch,Accessories,South,Offline,1,19916,19916,UPI,C00411
T004592,2025-10-16,Gaming Chair,Furniture,East,Offline,1,18169,18169,Credit Card,C01741
T004593,2025-01-19,Keyboard,Accessories,South,Offline,5,2498,12490,UPI,C00109
T004594,2025-07-14,Webcam,Accessories,East,Online,5,9662,48310,Credit Card,C00027
T004595,2025-11-26,Mouse,Accessories,East,Online,2,1894,3788,Net Banking,C01440
T004596,2025-06-24,Gaming Chair,Furniture,West,Online,3,25735,77205,UPI,C02397
T004597,2025-12-20,Smartphone,Electronics,East,Online,3,45740,137220,Cash,C01006
T004598,2025-05-21,Laptop,Electronics,South,Online,3,96176,288528,UPI,C01313
T004599,2025-09-03,Keyboard,Accessories,West,Online,4,2538,10152,Credit Card,C01012
T004600,2025-04-03,Tablet,Electronics,East,Offline,2,20752,41504,Net Banking,C01677
T004601,2025-08-27,Smartwatch,Accessories,East,Online,3,9051,27153,UPI,C02273
T004602,2025-07-24,Power Bank,Accessories,North,Online,4,3791,15164,UPI,C02398
T004603,2025-02-17,Webcam,Accessories,West,Online,4,2098,8392,Credit Card,C01910
T004604,2025-09-02,Speaker,Accessories,North,Offline,1,3544,3544,Credit Card,C01113
T004605,2025-11-16,Router,Networking,East,Online,4,1758,7032,UPI,C01127
T004606,2025-11-13,Webcam,Accessories,North,Online,5,6071,30355,Credit Card,C00330
T004607,2025-10-22,Smartphone,Electronics,South,Offline,4,55771,223084,UPI,C01956
T004608,2025-05-08,Webcam,Accessories,South,Offline,5,8468,42340,Cash,C01149
T004609,2025-12-10,Laptop,Electronics,East,Offline,5,60097,300485,Cash,C02131
T004610,2025-10-09,Laptop,Electronics,North,Offline,1,63207,63207,Credit Card,C00267
T004611,2025-01-17,Router,Networking,North,Online,1,7676,7676,Net Banking,C01385
T004612,2025-03-12,Speaker,Accessories,West,Offline,4,8542,34168,Net Banking,C01081
T004613,2025-09-26,Headphones,Accessories,South,Online,1,9579,9579,Credit Card,C02235
T004614,2025-11-21,Camera,Electronics,South,Offline,1,86333,86333,Cash,C01871
T004615,2025-10-09,Router,Networking,West,Online,3,4003,12009,Cash,C01511
T004616,2025-11-01,Smartphone,Electronics,South,Online,4,20713,82852,Credit Card,C02446
T004617,2025-01-07,Laptop,Electronics,North,Online,4,90079,360316,Net Banking,C00863
T004618,2025-11-10,Keyboard,Accessories,North,Online,4,4720,18880,UPI,C00521
T004619,2025-11-01,Gaming Chair,Furniture,South,Online,1,13911,13911,Net Banking,C01545
T004620,2025-04-13,Headphones,Accessories,West,Online,1,4954,4954,Net Banking,C02161
T004621,2025-11-05,Camera,Electronics,East,Offline,5,89848,449240,UPI,C00122
T004622,2025-07-12,Router,Networking,East,Online,2,7799,15598,UPI,C02037
T004623,2025-08-29,Power Bank,Accessories,East,Online,2,1588,3176,Net Banking,C00386
T004624,2025-03-03,Webcam,Accessories,East,Offline,2,7139,14278,UPI,C00784
T004625,2025-01-17,Mouse,Accessories,North,Offline,3,2483,7449,Credit Card,C00919
T004626,2025-06-20,Speaker,Accessories,East,Online,1,8279,8279,UPI,C02430
T004627,2025-01-25,Keyboard,Accessories,North,Online,5,2756,13780,Cash,C00156
T004628,2025-09-08,Smartwatch,Accessories,North,Offline,5,17828,89140,Net Banking,C01599
T004629,2025-09-10,Camera,Electronics,East,Online,2,50898,101796,Cash,C02429
T004630,2025-07-26,Power Bank,Accessories,East,Online,3,2247,6741,Credit Card,C01681
T004631,2025-01-29,Router,Networking,East,Online,3,2014,6042,Credit Card,C01956
T004632,2025-04-27,Power Bank,Accessories,South,Offline,2,2713,5426,Net Banking,C02437
T004633,2025-10-09,Power Bank,Accessories,South,Online,2,2751,5502,Net Banking,C01047
T004634,2025-05-24,Power Bank,Accessories,West,Online,1,1573,1573,UPI,C00787
T004635,2025-01-25,Smartphone,Electronics,North,Offline,3,48096,144288,Credit Card,C01835
T004636,2025-11-06,Smartwatch,Accessories,East,Online,5,10985,54925,Credit Card,C00228
T004637,2025-06-05,Printer,Electronics,South,Online,2,28897,57794,Cash,C01787
T004638,2025-03-14,Printer,Electronics,West,Online,1,18884,18884,Net Banking,C00714
T004639,2025-04-30,Smartphone,Electronics,North,Offline,5,20973,104865,Net Banking,C00174
T004640,2025-11-08,Mouse,Accessories,North,Offline,3,1810,5430,Net Banking,C01399
T004641,2025-11-17,Camera,Electronics,North,Offline,2,86673,173346,UPI,C02435
T004642,2025-04-03,Gaming Chair,Furniture,South,Online,2,29050,58100,Net Banking,C00343
T004643,2025-03-27,Headphones,Accessories,East,Online,1,6157,6157,Cash,C01148
T004644,2025-12-02,Router,Networking,East,Online,1,3068,3068,Credit Card,C00740
T004645,2025-12-30,Router,Networking,North,Online,3,5972,17916,Net Banking,C02381
T004646,2025-04-28,Tablet,Electronics,North,Offline,2,46042,92084,Credit Card,C01478
T004647,2025-08-21,Speaker,Accessories,West,Offline,1,4773,4773,UPI,C00706
T004648,2025-07-18,Laptop,Electronics,West,Offline,2,72627,145254,UPI,C02127
T004649,2025-07-25,Tablet,Electronics,North,Online,3,42193,126579,Credit Card,C02056
T004650,2025-12-05,Speaker,Accessories,West,Online,2,7432,14864,Credit Card,C01890
T004651,2025-05-27,Printer,Electronics,South,Offline,5,21151,105755,Cash,C00567
T004652,2025-09-28,Gaming Chair,Furniture,North,Online,2,18155,36310,UPI,C00712
T004653,2025-05-19,Webcam,Accessories,West,Offline,4,8064,32256,Credit Card,C02318
T004654,2025-06-30,Printer,Electronics,North,Online,4,11362,45448,Cash,C02480
T004655,2025-01-30,Mouse,Accessories,East,Offline,3,940,2820,UPI,C00601
T004656,2025-02-26,Tablet,Electronics,South,Offline,3,48114,144342,Credit Card,C02274
T004657,2025-08-20,Router,Networking,North,Online,3,5072,15216,Credit Card,C01696
T004658,2025-05-26,Tablet,Electronics,East,Online,5,41649,208245,Cash,C01444
T004659,2025-02-17,Headphones,Accessories,North,Online,5,11938,59690,Credit Card,C02031
T004660,2025-07-13,Mouse,Accessories,East,Offline,2,512,1024,UPI,C02383
T004661,2025-08-12,Mouse,Accessories,West,Online,1,772,772,Net Banking,C00122
T004662,2025-05-16,Power Bank,Accessories,East,Online,4,3146,12584,Credit Card,C00476
T004663,2025-01-22,Power Bank,Accessories,South,Offline,4,1842,7368,Net Banking,C00786
T004664,2025-01-06,Gaming Chair,Furniture,South,Offline,4,21063,84252,Cash,C00237
T004665,2025-07-23,Smartphone,Electronics,West,Offline,2,68918,137836,UPI,C01668
T004666,2025-08-27,Power Bank,Accessories,North,Online,2,4906,9812,Net Banking,C00382
T004667,2025-07-04,Webcam,Accessories,South,Online,3,9699,29097,UPI,C00389
T004668,2025-12-26,Smartwatch,Accessories,West,Offline,1,5731,5731,Credit Card,C01471
T004669,2025-10-19,Mouse,Accessories,South,Online,3,1973,5919,Credit Card,C00694
T004670,2025-12-01,Mouse,Accessories,West,Offline,2,1796,3592,UPI,C00461
T004671,2025-08-08,Keyboard,Accessories,South,Offline,5,1160,5800,Credit Card,C00110
T004672,2025-04-26,Camera,Electronics,West,Online,3,80650,241950,UPI,C00214
T004673,2025-11-09,Camera,Electronics,South,Online,2,22302,44604,Cash,C00585
T004674,2025-02-18,Power Bank,Accessories,North,Online,2,3433,6866,Cash,C00515
T004675,2025-06-22,Monitor,Electronics,East,Online,5,17543,87715,UPI,C02050
T004676,2025-03-23,Tablet,Electronics,South,Online,5,10361,51805,UPI,C00210
T004677,2025-11-18,Webcam,Accessories,West,Offline,5,6993,34965,UPI,C00058
T004678,2025-11-29,Laptop,Electronics,North,Online,1,67171,67171,Cash,C00484
T004679,2025-02-14,Tablet,Electronics,South,Online,2,39327,78654,Credit Card,C01753
T004680,2025-12-01,Speaker,Accessories,West,Online,5,6592,32960,Cash,C01137
T004681,2025-01-20,Smartphone,Electronics,East,Online,1,31937,31937,UPI,C00485
T004682,2025-08-09,Smartphone,Electronics,West,Online,4,55793,223172,UPI,C00071
T004683,2025-05-03,Gaming Chair,Furniture,South,Online,4,21817,87268,Net Banking,C01507
T004684,2025-08-22,Gaming Chair,Furniture,West,Online,4,17779,71116,Credit Card,C01638
T004685,2025-08-09,Smartphone,Electronics,West,Online,2,19516,39032,Net Banking,C01069
T004686,2025-11-19,Smartwatch,Accessories,East,Online,1,8451,8451,UPI,C01766
T004687,2025-12-05,Router,Networking,South,Offline,1,7780,7780,UPI,C01829
T004688,2025-01-03,Laptop,Electronics,South,Online,4,80114,320456,Cash,C01228
T004689,2025-07-01,Camera,Electronics,East,Online,3,34530,103590,Cash,C00476
T004690,2025-07-25,Headphones,Accessories,North,Offline,4,10310,41240,UPI,C00572
T004691,2025-11-16,Gaming Chair,Furniture,West,Offline,2,9513,19026,UPI,C01467
T004692,2025-02-09,Camera,Electronics,West,Online,4,79270,317080,Cash,C01271
T004693,2025-02-28,Smartwatch,Accessories,West,Online,4,15336,61344,Cash,C00592
T004694,2025-03-03,Smartphone,Electronics,South,Offline,1,36735,36735,UPI,C01574
T004695,2025-05-12,Smartwatch,Accessories,South,Online,4,13595,54380,Net Banking,C00649
T004696,2025-03-01,Camera,Electronics,West,Online,5,27005,135025,Cash,C00466
T004697,2025-11-27,Webcam,Accessories,South,Online,5,9912,49560,Cash,C00225
T004698,2025-05-02,Headphones,Accessories,East,Offline,3,3344,10032,Net Banking,C02290
T004699,2025-04-17,Monitor,Electronics,East,Online,2,31538,63076,UPI,C01747
T004700,2025-04-06,Laptop,Electronics,South,Online,2,87206,174412,Cash,C00558
T004701,2025-12-13,Webcam,Accessories,West,Online,1,6824,6824,Credit Card,C01578
T004702,2025-08-23,Power Bank,Accessories,West,Online,2,4864,9728,UPI,C00453
T004703,2025-03-03,Smartwatch,Accessories,West,Online,3,12176,36528,Cash,C01898
T004704,2025-09-13,Gaming Chair,Furniture,West,Offline,5,24359,121795,Credit Card,C00742
T004705,2025-02-18,Gaming Chair,Furniture,South,Online,1,22412,22412,UPI,C01942
T004706,2025-12-14,Speaker,Accessories,North,Offline,5,7169,35845,Cash,C00709
T004707,2025-06-08,Power Bank,Accessories,North,Online,3,4326,12978,Cash,C00193
T004708,2025-05-04,Camera,Electronics,West,Online,1,51309,51309,Cash,C00154
T004709,2025-11-13,Laptop,Electronics,West,Online,4,68239,272956,UPI,C00466
T004710,2025-07-26,Camera,Electronics,West,Offline,2,22435,44870,Credit Card,C00567
T004711,2025-02-17,Camera,Electronics,North,Online,3,23386,70158,Credit Card,C01474
T004712,2025-05-16,Headphones,Accessories,East,Offline,1,6440,6440,Cash,C02127
T004713,2025-07-20,Monitor,Electronics,North,Online,5,20735,103675,Credit Card,C00011
T004714,2025-09-07,Laptop,Electronics,South,Online,1,92776,92776,UPI,C00570
T004715,2025-11-10,Speaker,Accessories,North,Offline,4,7936,31744,Net Banking,C01005
T004716,2025-12-23,Webcam,Accessories,South,Online,3,3277,9831,UPI,C02287
T004717,2025-11-14,Smartphone,Electronics,West,Online,1,22403,22403,Credit Card,C00810
T004718,2025-10-22,Laptop,Electronics,South,Online,3,73242,219726,Credit Card,C00849
T004719,2025-11-10,Speaker,Accessories,West,Online,3,12196,36588,Credit Card,C02245
T004720,2025-07-28,Mouse,Accessories,East,Offline,5,1238,6190,Credit Card,C02209
T004721,2025-12-21,Smartphone,Electronics,West,Online,2,42277,84554,Cash,C00499
T004722,2025-07-30,Laptop,Electronics,West,Offline,4,71143,284572,Credit Card,C02220
T004723,2025-07-11,Webcam,Accessories,East,Offline,1,6360,6360,Net Banking,C01159
T004724,2025-02-13,Power Bank,Accessories,West,Online,2,3938,7876,Net Banking,C02274
T004725,2025-01-29,Keyboard,Accessories,West,Online,5,875,4375,UPI,C01909
T004726,2025-02-28,Keyboard,Accessories,West,Offline,2,4386,8772,Credit Card,C01844
T004727,2025-03-12,Camera,Electronics,North,Offline,3,88698,266094,UPI,C00032
T004728,2025-04-02,Smartphone,Electronics,South,Online,3,17752,53256,Credit Card,C00295
T004729,2025-09-22,Webcam,Accessories,West,Offline,4,2337,9348,Credit Card,C01614
T004730,2025-08-08,Laptop,Electronics,North,Offline,1,78474,78474,Cash,C01556
T004731,2025-08-03,Gaming Chair,Furniture,West,Online,1,20043,20043,Cash,C01552
T004732,2025-10-04,Camera,Electronics,South,Offline,5,76997,384985,Cash,C01182
T004733,2025-03-05,Tablet,Electronics,West,Online,4,45501,182004,Credit Card,C01129
T004734,2025-12-12,Camera,Electronics,South,Online,1,64770,64770,Credit Card,C00726
T004735,2025-10-19,Gaming Chair,Furniture,North,Online,3,22601,67803,Net Banking,C00586
T004736,2025-09-02,Smartwatch,Accessories,North,Online,4,7206,28824,Cash,C00733
T004737,2025-03-03,Keyboard,Accessories,West,Offline,2,3353,6706,Credit Card,C00334
T004738,2025-11-28,Tablet,Electronics,East,Online,4,32524,130096,Cash,C01739
T004739,2025-06-19,Printer,Electronics,South,Online,4,29603,118412,Credit Card,C00362
T004740,2025-09-26,Speaker,Accessories,West,Offline,1,12942,12942,UPI,C00930
T004741,2025-09-24,Smartwatch,Accessories,North,Online,5,5310,26550,Credit Card,C00935
T004742,2025-02-23,Router,Networking,West,Online,5,6180,30900,UPI,C01073
T004743,2025-01-16,Smartphone,Electronics,South,Offline,1,33770,33770,UPI,C00490
T004744,2025-01-08,Camera,Electronics,West,Online,1,57959,57959,UPI,C00133
T004745,2025-04-14,Keyboard,Accessories,South,Offline,1,1073,1073,Credit Card,C00873
T004746,2025-02-28,Power Bank,Accessories,North,Online,5,2061,10305,Cash,C00299
T004747,2025-11-09,Monitor,Electronics,East,Offline,1,15633,15633,Net Banking,C01723
T004748,2025-02-09,Speaker,Accessories,East,Online,2,9812,19624,UPI,C01966
T004749,2025-08-25,Keyboard,Accessories,North,Online,2,4545,9090,Net Banking,C01848
T004750,2025-04-04,Headphones,Accessories,North,Online,3,3884,11652,Net Banking,C01178
T004751,2025-08-10,Keyboard,Accessories,West,Online,2,3317,6634,UPI,C00194
T004752,2025-07-23,Monitor,Electronics,North,Online,4,28522,114088,Credit Card,C02446
T004753,2025-05-18,Monitor,Electronics,North,Offline,3,13623,40869,UPI,C02484
T004754,2025-10-27,Router,Networking,South,Online,2,4768,9536,UPI,C02436
T004755,2025-07-26,Camera,Electronics,West,Online,4,30234,120936,UPI,C02383
T004756,2025-12-02,Smartphone,Electronics,South,Online,2,33503,67006,UPI,C01430
T004757,2025-03-22,Monitor,Electronics,West,Offline,4,32100,128400,UPI,C00368
T004758,2025-08-06,Keyboard,Accessories,West,Offline,1,1190,1190,Cash,C00738
T004759,2025-01-02,Smartphone,Electronics,East,Online,4,61905,247620,Cash,C01890
T004760,2025-06-27,Laptop,Electronics,East,Offline,1,79420,79420,Credit Card,C00528
T004761,2025-12-12,Keyboard,Accessories,North,Offline,4,3745,14980,Net Banking,C02148
T004762,2025-10-06,Router,Networking,West,Online,4,1882,7528,Net Banking,C01463
T004763,2025-05-26,Mouse,Accessories,North,Offline,2,1204,2408,UPI,C00278
T004764,2025-11-14,Gaming Chair,Furniture,South,Online,4,13585,54340,Credit Card,C01402
T004765,2025-08-12,Gaming Chair,Furniture,North,Offline,2,17369,34738,Credit Card,C01312
T004766,2025-03-03,Camera,Electronics,South,Online,4,54985,219940,Credit Card,C00428
T004767,2025-10-21,Smartwatch,Accessories,East,Offline,5,11487,57435,Credit Card,C01617
T004768,2025-08-27,Gaming Chair,Furniture,East,Online,3,20718,62154,Cash,C00329
T004769,2025-07-14,Camera,Electronics,South,Online,2,67883,135766,Credit Card,C01024
T004770,2025-06-15,Monitor,Electronics,South,Offline,2,30550,61100,Credit Card,C00764
T004771,2025-08-10,Speaker,Accessories,South,Offline,1,3914,3914,UPI,C00033
T004772,2025-03-02,Router,Networking,North,Offline,5,2150,10750,Net Banking,C02168
T004773,2025-05-09,Power Bank,Accessories,South,Offline,1,3086,3086,Credit Card,C00386
T004774,2025-06-22,Printer,Electronics,West,Offline,5,22312,111560,Cash,C00014
T004775,2025-06-05,Headphones,Accessories,South,Offline,5,11943,59715,Net Banking,C02369
T004776,2025-04-20,Mouse,Accessories,East,Online,4,1341,5364,Net Banking,C00086
T004777,2025-09-26,Monitor,Electronics,South,Online,1,16732,16732,Cash,C01088
T004778,2025-12-22,Router,Networking,East,Online,3,4180,12540,Cash,C01825
T004779,2025-10-05,Keyboard,Accessories,East,Offline,5,4427,22135,Credit Card,C00080
T004780,2025-03-15,Smartphone,Electronics,North,Online,5,33913,169565,Credit Card,C00394
T004781,2025-07-26,Mouse,Accessories,South,Online,2,1602,3204,Cash,C00667
T004782,2025-10-06,Router,Networking,East,Online,4,6464,25856,Cash,C01922
T004783,2025-11-22,Printer,Electronics,West,Offline,3,23034,69102,UPI,C01374
T004784,2025-12-06,Smartwatch,Accessories,South,Online,5,5006,25030,Credit Card,C02259
T004785,2025-12-23,Webcam,Accessories,South,Online,2,4404,8808,UPI,C02451
T004786,2025-12-06,Smartphone,Electronics,East,Online,1,23505,23505,Credit Card,C02315
T004787,2025-07-23,Headphones,Accessories,North,Online,5,5114,25570,UPI,C01076
T004788,2025-06-10,Tablet,Electronics,North,Online,2,26505,53010,UPI,C00032
T004789,2025-01-28,Headphones,Accessories,South,Online,1,7603,7603,UPI,C01021
T004790,2025-09-14,Camera,Electronics,South,Online,4,44744,178976,Credit Card,C01360
T004791,2025-06-14,Mouse,Accessories,North,Offline,1,1572,1572,Credit Card,C02001
T004792,2025-03-04,Camera,Electronics,North,Offline,5,73273,366365,Credit Card,C01821
T004793,2025-01-22,Monitor,Electronics,West,Online,3,21559,64677,UPI,C00468
T004794,2025-03-11,Laptop,Electronics,South,Offline,1,78544,78544,Credit Card,C00292
T004795,2025-04-06,Router,Networking,South,Offline,3,7542,22626,Cash,C00600
T004796,2025-06-12,Monitor,Electronics,South,Offline,3,19889,59667,Credit Card,C00171
T004797,2025-03-20,Smartwatch,Accessories,North,Online,1,3729,3729,Cash,C02416
T004798,2025-01-05,Power Bank,Accessories,East,Online,4,4355,17420,UPI,C02356
T004799,2025-11-12,Mouse,Accessories,West,Offline,1,2256,2256,Cash,C02116
T004800,2025-04-30,Speaker,Accessories,North,Online,2,6629,13258,Credit Card,C01107
T004801,2025-10-29,Speaker,Accessories,North,Online,3,2618,7854,UPI,C00176
T004802,2025-06-27,Laptop,Electronics,West,Online,5,84936,424680,UPI,C00920
T004803,2025-06-25,Smartphone,Electronics,South,Offline,3,27413,82239,Credit Card,C01918
T004804,2025-08-05,Laptop,Electronics,East,Online,5,97652,488260,Credit Card,C00112
T004805,2025-02-25,Smartwatch,Accessories,West,Online,2,14973,29946,UPI,C01793
T004806,2025-07-06,Gaming Chair,Furniture,East,Offline,2,15668,31336,Net Banking,C00355
T004807,2025-08-20,Gaming Chair,Furniture,South,Offline,2,21260,42520,Credit Card,C01794
T004808,2025-09-12,Keyboard,Accessories,East,Online,1,3816,3816,UPI,C00191
T004809,2025-04-14,Camera,Electronics,South,Online,3,79773,239319,Net Banking,C02310
T004810,2025-03-18,Printer,Electronics,North,Offline,5,23434,117170,Cash,C01748
T004811,2025-08-18,Monitor,Electronics,South,Online,2,16896,33792,Cash,C01363
T004812,2025-09-15,Mouse,Accessories,West,Offline,2,2944,5888,UPI,C00925
T004813,2025-09-21,Power Bank,Accessories,West,Offline,5,3699,18495,Credit Card,C02168
T004814,2025-11-27,Smartwatch,Accessories,South,Online,3,15919,47757,Cash,C00937
T004815,2025-07-01,Gaming Chair,Furniture,South,Online,3,15674,47022,Credit Card,C02432
T004816,2025-09-13,Webcam,Accessories,North,Online,5,5332,26660,Credit Card,C00329
T004817,2025-02-07,Tablet,Electronics,North,Offline,4,28392,113568,Credit Card,C00765
T004818,2025-06-25,Printer,Electronics,South,Online,3,10721,32163,UPI,C00773
T004819,2025-01-27,Router,Networking,East,Online,5,6121,30605,Net Banking,C02133
T004820,2025-10-03,Smartwatch,Accessories,North,Online,5,3066,15330,Cash,C02065
T004821,2025-05-20,Tablet,Electronics,West,Online,2,37375,74750,Credit Card,C01560
T004822,2025-10-26,Tablet,Electronics,North,Online,5,11918,59590,UPI,C00384
T004823,2025-10-14,Tablet,Electronics,North,Online,1,19457,19457,Cash,C01648
T004824,2025-04-01,Gaming Chair,Furniture,North,Offline,2,18726,37452,UPI,C02130
T004825,2025-03-02,Keyboard,Accessories,North,Online,2,939,1878,UPI,C01542
T004826,2025-12-31,Laptop,Electronics,South,Online,3,72594,217782,Net Banking,C02154
T004827,2025-12-13,Speaker,Accessories,North,Offline,4,8948,35792,Credit Card,C01684
T004828,2025-06-12,Headphones,Accessories,East,Offline,3,8359,25077,Credit Card,C00147
T004829,2025-12-17,Router,Networking,North,Offline,1,2642,2642,Cash,C02322
T004830,2025-05-23,Monitor,Electronics,North,Online,2,27607,55214,Cash,C01725
T004831,2025-09-10,Tablet,Electronics,West,Online,2,30232,60464,Net Banking,C00735
T004832,2025-09-26,Smartwatch,Accessories,North,Online,5,3415,17075,Net Banking,C00038
T004833,2025-10-18,Smartphone,Electronics,West,Offline,4,21374,85496,Net Banking,C01975
T004834,2025-07-06,Webcam,Accessories,West,Offline,4,2260,9040,Credit Card,C00571
T004835,2025-10-31,Smartphone,Electronics,South,Offline,5,18642,93210,UPI,C01748
T004836,2025-10-18,Speaker,Accessories,West,Online,1,3052,3052,Cash,C00660
T004837,2025-03-27,Router,Networking,West,Offline,4,2362,9448,Net Banking,C02130
T004838,2025-06-15,Mouse,Accessories,East,Offline,2,1555,3110,Credit Card,C01420
T004839,2025-04-24,Camera,Electronics,East,Online,1,79015,79015,Credit Card,C00881
T004840,2025-12-22,Tablet,Electronics,West,Online,3,33593,100779,UPI,C00849
T004841,2025-07-02,Smartwatch,Accessories,South,Online,3,3328,9984,UPI,C01273
T004842,2025-07-26,Tablet,Electronics,East,Online,1,28760,28760,UPI,C00765
T004843,2025-09-13,Keyboard,Accessories,East,Online,2,3941,7882,Credit Card,C02331
T004844,2025-08-23,Router,Networking,South,Offline,3,3491,10473,Net Banking,C02034
T004845,2025-12-21,Camera,Electronics,North,Offline,2,23140,46280,UPI,C01706
T004846,2025-01-03,Tablet,Electronics,East,Offline,5,27265,136325,UPI,C00252
T004847,2025-07-27,Monitor,Electronics,West,Online,4,16730,66920,UPI,C01006
T004848,2025-07-16,Smartphone,Electronics,West,Online,1,29057,29057,UPI,C01396
T004849,2025-12-07,Tablet,Electronics,West,Offline,4,13557,54228,Cash,C01325
T004850,2025-05-05,Monitor,Electronics,South,Online,5,21211,106055,Credit Card,C01348
T004851,2025-05-18,Monitor,Electronics,West,Online,3,31447,94341,Cash,C00708
T004852,2025-12-05,Laptop,Electronics,North,Offline,2,97154,194308,UPI,C00920
T004853,2025-01-25,Monitor,Electronics,South,Online,2,26580,53160,Credit Card,C00855
T004854,2025-03-09,Camera,Electronics,East,Online,5,29802,149010,Credit Card,C02084
T004855,2025-03-02,Smartphone,Electronics,South,Online,1,37321,37321,UPI,C01254
T004856,2025-01-29,Power Bank,Accessories,West,Offline,4,3963,15852,Credit Card,C01669
T004857,2025-01-19,Mouse,Accessories,South,Online,3,767,2301,Credit Card,C01189
T004858,2025-06-20,Keyboard,Accessories,South,Online,1,4707,4707,Net Banking,C01563
T004859,2025-03-15,Smartphone,Electronics,South,Offline,5,19675,98375,Credit Card,C01631
T004860,2025-03-02,Smartwatch,Accessories,South,Online,5,16058,80290,Cash,C01152
T004861,2025-06-02,Mouse,Accessories,North,Online,2,1055,2110,Cash,C00512
T004862,2025-10-03,Monitor,Electronics,South,Online,3,14219,42657,Cash,C00278
T004863,2025-02-17,Tablet,Electronics,West,Online,1,25445,25445,Cash,C00331
T004864,2025-07-30,Laptop,Electronics,East,Online,2,58418,116836,Net Banking,C02408
T004865,2025-12-09,Router,Networking,North,Offline,3,6554,19662,UPI,C00871
T004866,2025-05-19,Mouse,Accessories,South,Online,4,991,3964,Cash,C01464
T004867,2025-04-20,Router,Networking,East,Offline,4,5619,22476,Cash,C02150
T004868,2025-07-02,Smartwatch,Accessories,North,Online,2,16456,32912,Cash,C00377
T004869,2025-01-28,Smartwatch,Accessories,West,Online,1,15140,15140,Credit Card,C01280
T004870,2025-07-16,Mouse,Accessories,West,Online,3,1768,5304,Net Banking,C00822
T004871,2025-07-10,Laptop,Electronics,East,Online,4,52078,208312,Credit Card,C00002
T004872,2025-11-11,Monitor,Electronics,South,Online,4,20142,80568,UPI,C01864
T004873,2025-02-20,Power Bank,Accessories,East,Online,1,4681,4681,UPI,C01883
T004874,2025-05-29,Gaming Chair,Furniture,North,Online,2,11321,22642,UPI,C00128
T004875,2025-09-25,Camera,Electronics,East,Offline,5,32337,161685,Credit Card,C01974
